"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL445813";"AT-7519";"2";"382.25";"0";"2.45";"AT-7519";"O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1908550";"Binding constant for FLT1 kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat. Biotechnol.";"2011";"None";""
"CHEMBL3951242";"";"0";"497.53";"1";"5.01";"BDBM228546";"Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc4cc(C(=O)NCCN)sc34)cc2F)c1";"IC50";"'='";"11.0";"nM";"7.96";"";"399391";"UO_0000065";"16.00";"0.31";"2.95";"6.72";"False";"CHEMBL3888412";"Kinase Assay: Kinase assays were performed in 96 well microtiter plates that were coated overnight with 30 μg of poly-Glu-Tyr (4:1) in 10 mM Phosphate Buffered Saline (PBS), pH 7.2-7.4. The plates were incubated with 1% BSA and then washed four times with PBS prior to starting the reaction. Reactions were carried out in 120 μL reaction volumes containing 3.6 μM ATP in kinase buffer (50 mM Hepes buffer pH 7.4, 20 mM MgCl2, 0.1 mM MnCl2 and 0.2 mM Na3VO4). Test compounds were reconstituted in 100% DMSO and added to the reaction to give a final DMSO concentration of 5%. Reactions were initiated by the addition 0.5 ng of purified protein. Following a ten minute incubation at 25 °C., the reactions were washed four times with PBS containing 0.05% Tween-20. 100 μl of a monoclonal anti-phosphotyrosine antibody-peroxidase conjugate was diluted 1:10000 in PBS-Tween-20 and added to the wells for 30 minutes. Following four washes with PBS-Tween-20, 100 μl of 0-phenylenediamine Dihydrochloride in Phosphate-citrate buffer, containing urea hydrogen peroxide, was added to the wells for 7 minutes as a colorimetric substrate for the peroxidase. The reaction was terminated by the addition of 100 μl of 2.5N H2 SO4 to each well and read using a microplate ELISA reader set at 492 nm.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886699";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL498105";"";"0";"427.50";"0";"4.47";"55";"COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(CN(C)C)cc1)c1ccccc1";"IC50";"'='";"173.0";"nM";"6.76";"";"";"UO_0000065";"15.82";"0.29";"2.29";"9.57";"False";"CHEMBL1017194";"Inhibition of human VEGFR1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137777";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL465015";"";"0";"525.61";"1";"3.59";"56";"COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(NC(=O)CN2CCN(C)CC2)cc1)c1ccccc1";"IC50";"'='";"278.0";"nM";"6.56";"";"";"UO_0000065";"12.47";"0.23";"2.97";"6.36";"False";"CHEMBL1017194";"Inhibition of human VEGFR1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137777";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL465016";"";"0";"470.53";"0";"3.91";"57";"COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(NC(=O)CN(C)C)cc1)c1ccccc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL1017194";"Inhibition of human VEGFR1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137777";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL519213";"";"0";"370.41";"0";"4.41";"61";"COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccccc1)c1ccccc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL1017194";"Inhibition of human VEGFR1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137777";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None";""
"CHEMBL1784637";"";"0";"582.63";"1";"2.87";"8h";"CNC(=O)c1ncc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(CCO)CC4)c(C(F)(F)F)c3)ccc2C)n1C";"IC50";"'='";"5.2";"nM";"8.28";"";"";"UO_0000065";"14.22";"0.27";"5.41";"8.06";"False";"CHEMBL1785584";"Inhibition of human VEGFR1 using poly[Glu:Tyr] by Hotspot assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1781971";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";"None";""
"CHEMBL2377454";"";"0";"604.68";"1";"5.64";"2f.tartaric";"O=C(O)C(O)C(O)C(=O)O.O=c1[nH]c(CN2CCCCC2)nc2cc(-c3cn(Cc4ccccc4)c4ccccc34)sc12";"Inhibition";"";"";"%";"";"";"Active";"";"";"";"";"";"False";"CHEMBL2379179";"Inhibition of VEGFR1 phosphorylation in growth factor-stimulated HUVEC at 3 uM after 24 hrs";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2375356";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";"CHEMBL3307501";""
"CHEMBL417804";"";"0";"445.50";"0";"4.87";"SB-251527";"COc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1";"Inhibition";"'='";"2.13";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962299";"GSK_PKIS: FLT1 mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL505915";"GSK-1751853A";"0";"601.69";"1";"3.61";"GSK1751853A";"COc1cc2c(cc1Nc1nc(Nc3cccc(F)c3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN1CCN(C(C)C)CC1)CC2";"Inhibition";"'='";"1.09";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962299";"GSK_PKIS: FLT1 mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL272414";"GW416469X";"0";"358.42";"0";"1.81";"GW416469X";"CN(C)c1ccc2c(c1)/C(=C/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2";"Inhibition";"'='";"12.59";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962299";"GSK_PKIS: FLT1 mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL188048";"";"0";"216.20";"0";"0.60";"SB-736290";"Cn1c(-c2nonc2N)nc2cnccc21";"Inhibition";"'='";"1.68";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962299";"GSK_PKIS: FLT1 mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL418348";"";"0";"493.56";"0";"4.27";"SB-254169";"CS(=O)(=O)c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1";"Inhibition";"'='";"0.64";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962299";"GSK_PKIS: FLT1 mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL471789";"GSK-1030059A";"0";"476.48";"1";"5.90";"GSK1030059A";"COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(C)=O)s3)c2cc1OC";"Inhibition";"'='";"1.67";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962299";"GSK_PKIS: FLT1 mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL1668411";"";"0";"362.38";"0";"1.60";"LL-Z1640-2";"COc1cc(O)c2c(c1)/C=C/C[C@@H](O)[C@H](O)C(=O)/C=C\C[C@H](C)OC2=O";"IC50";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"21.86";"0.42";"6.32";"6.99";"False";"CHEMBL1670771";"Inhibition of human recombinant VEGFR1 expressed in Sf9 cells after 10 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1667852";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";"CHEMBL3308860";""
"CHEMBL1684372";"";"0";"1132.40";"None";"None";"7";"CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCC[C@H](NC(=O)[C@H](CCSC)NC(C)=O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)N1)C(N)=O";"IC50";"'='";"105500.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1686893";"Displacement of biotinylated VEGF165 from human recombinant VEGFR1 domain 1 to 7 after 3 hrs by chemiluminescent competition assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681771";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"None";""
"CHEMBL1684366";"";"0";"1286.57";"None";"None";"2";"C=CC[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CC=C)NC(=O)[C@H](CCSC)NC(C)=O)[C@@H](C)CC)C(=O)N[C@H](C(N)=O)[C@@H](C)CC";"IC50";"'='";"61200.0";"nM";"4.21";"";"";"UO_0000065";"3.27";"None";"None";"None";"False";"CHEMBL1686893";"Displacement of biotinylated VEGF165 from human recombinant VEGFR1 domain 1 to 7 after 3 hrs by chemiluminescent competition assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681771";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"None";""
"CHEMBL1684377";"";"0";"1309.50";"None";"None";"12";"CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(C)=O)CCCC[C@@H](C(N)=O)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCCN)NC1=O";"Inhibition";"'='";"8.8";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1686892";"Inhibition of biotinylated VEGF165 binding to human recombinant VEGFR1 extracellular domian at 100 uM after 3 hrs by chemiluminescent competition assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681771";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"None";""
"CHEMBL1684376";"";"0";"1335.54";"None";"None";"11";"C=CC[C@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC=C)NC(C)=O)[C@@H](C)CC)C(N)=O";"Inhibition";"'='";"54.2";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1686891";"Inhibition of biotinylated VEGF165 binding to human recombinant VEGFR1 domain 1 to 7 at 100 uM after 3 hrs by chemiluminescent competition assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681771";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"None";""
"CHEMBL1684372";"";"0";"1132.40";"None";"None";"7";"CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCC[C@H](NC(=O)[C@H](CCSC)NC(C)=O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)N1)C(N)=O";"Inhibition";"'='";"44.3";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1686891";"Inhibition of biotinylated VEGF165 binding to human recombinant VEGFR1 domain 1 to 7 at 100 uM after 3 hrs by chemiluminescent competition assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681771";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"None";""
"CHEMBL1684376";"";"0";"1335.54";"None";"None";"11";"C=CC[C@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC=C)NC(C)=O)[C@@H](C)CC)C(N)=O";"IC50";"'='";"98800.0";"nM";"4.00";"";"";"UO_0000065";"3.00";"None";"None";"None";"False";"CHEMBL1686893";"Displacement of biotinylated VEGF165 from human recombinant VEGFR1 domain 1 to 7 after 3 hrs by chemiluminescent competition assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681771";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"None";""
"CHEMBL1684377";"";"0";"1309.50";"None";"None";"12";"CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(C)=O)CCCC[C@@H](C(N)=O)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCCN)NC1=O";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL1686893";"Displacement of biotinylated VEGF165 from human recombinant VEGFR1 domain 1 to 7 after 3 hrs by chemiluminescent competition assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681771";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"None";""
"CHEMBL1684378";"";"0";"1338.61";"None";"None";"13";"C=CC[C@H](NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@H](CC=C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCSC)NC(C)=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](C(N)=O)[C@@H](C)CC";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL1686893";"Displacement of biotinylated VEGF165 from human recombinant VEGFR1 domain 1 to 7 after 3 hrs by chemiluminescent competition assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681771";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"None";""
"CHEMBL1684371";"";"0";"1130.38";"None";"None";"6b";"CC[C@H](C)[C@H](NC(=O)[C@@H]1C/C=C/C[C@H](NC(=O)[C@H](CCSC)NC(C)=O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)N1)C(N)=O";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL1686958";"Displacement of biotinylated VEGF165 from human recombinant VEGFR1 domain 1 to 3 after 3 hrs by chemiluminescent competition assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681771";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"None";""
"CHEMBL1082";"AMOXICILLIN";"4";"365.41";"0";"0.02";"AMOXICILLIN";"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";""
"CHEMBL44884";"ETHAMBUTOL";"4";"204.31";"0";"-0.29";"Ethambutol";"CC[C@@H](CO)NCCN[C@@H](CC)CO";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";""
"CHEMBL16";"PHENYTOIN";"4";"252.27";"0";"1.97";"PHENYTOIN";"O=C1N=C(O)NC1(c1ccccc1)c1ccccc1";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";""
"CHEMBL710";"FINASTERIDE";"4";"372.55";"0";"3.81";"Finasteride";"CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";""
"CHEMBL30008";"FLUNARIZINE";"4";"404.50";"1";"5.39";"FLUNARIZINE";"Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";""
"CHEMBL19224";"PAPAVERINE";"4";"339.39";"0";"3.86";"papaverine";"COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";""
"CHEMBL584";"NELFINAVIR";"4";"567.80";"1";"4.75";"nelfinavir";"Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";""
"CHEMBL27";"PROPRANOLOL";"4";"259.35";"0";"2.58";"propranolol";"CC(C)NCC(O)COc1cccc2ccccc12";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";""
"CHEMBL1544";"LIOTHYRONINE";"4";"650.98";"1";"3.95";"3,3',5-TRIIODO-L-THYRONINE";"N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";""
"CHEMBL902";"FAMOTIDINE";"4";"337.46";"0";"-0.77";"SID50106279";"NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";""
